Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
8d7f6a31-31ba-da9c-2b57-03ee0f7577a0,1954-04-26,,999-28-8059,S99948245,X55920706X,Mrs.,Eloisa55,Cristina921,Sanabria449,,Zelaya592,M,black,hispanic,F,Wesley  Saint Andrew Parish  DM,779 Cormier Esplanade Unit 45,Boston,Massachusetts,Suffolk County,25025,02120,42.336418317621295,-71.07505595465311,28978.71,1495032.66,8437
f8bbf1e4-7bb5-dc68-a7a8-b509ff9a7832,1962-04-16,,999-50-5989,S99925238,X58033953X,Mr.,Chadwick722,Pablo44,Nolan344,,,D,white,hispanic,M,Wilmington  Massachusetts  US,624 Borer Lane Unit 81,Taunton,Massachusetts,Bristol County,25005,02767,41.96074552348098,-71.07583173061408,160900.93,54190.85,129543
34b8aa06-9904-df2f-e571-c6c5e767f24b,2022-05-10,,999-33-7152,,,,Latrina689,Lindsey52,Hilpert278,,,,white,nonhispanic,F,Shrewsbury  Massachusetts  US,959 Hermiston Village,Sutton,Massachusetts,Worcester County,,00000,42.11421920082408,-71.74102728747091,15337.12,1001.33,915120
885c1eeb-1b4c-8a3a-bfc7-a68897e470a6,1956-08-07,,999-43-3849,S99972476,X60365049X,Mr.,Mohammad578,Reginald96,Kshlerin58,,,D,white,nonhispanic,M,Belchertown  Massachusetts  US,725 Hammes Esplanade Suite 25,Montague,Massachusetts,Franklin County,,00000,42.555671564938905,-72.52184510697981,97992.31,467574.64,28712
ba234ff2-cefe-dfee-935a-8ea2378da8c2,1965-02-04,,999-84-2446,S99915003,X76151879X,Mr.,Dan465,Shawn523,Daugherty69,,,M,white,nonhispanic,M,Holyoke  Massachusetts  US,1051 Heaney Lock Apt 30,Newton,Massachusetts,Middlesex County,25017,02459,42.301123993451206,-71.15899240866871,115840.54,206620.11,767178
09c92ce0-6ff1-7234-956d-33795ad6648c,2020-06-12,,999-73-3206,,,,Lyndia317,Lurlene215,Fisher429,,,,white,nonhispanic,F,Hudson  Massachusetts  US,1051 Walker Neck,Norton,Massachusetts,Bristol County,,00000,41.940193432848616,-71.16687609698799,6506.41,18263.78,55446
d0a482ef-d151-72a4-8bb5-bf7045e71a07,2010-12-25,,999-96-4209,,,,Shana231,Syble581,O'Hara248,,,,white,nonhispanic,F,Marlborough  Massachusetts  US,140 Nader Common Apt 78,Lowell,Massachusetts,Middlesex County,25017,01854,42.66570618784544,-71.3378587266774,81176.64,0.00,48940
ad41b3b5-b5a1-f136-af92-bc03052fba86,1959-10-05,,999-69-8613,S99978639,X67363144X,Mrs.,Lashonda618,Lu473,McLaughlin530,,Hettinger594,M,white,nonhispanic,F,Boston  Massachusetts  US,961 Pfeffer Branch Suite 95,Easthampton,Massachusetts,Hampshire County,25015,01027,42.30352615551323,-72.73171720752501,1016959.85,183764.34,88313
5d84e6a3-b4bd-63d6-57c5-cada0916490d,1984-08-19,,999-69-8691,S99962058,X35867490X,Ms.,Elizbeth263,,Lueilwitz711,,,S,white,nonhispanic,F,Worcester  Massachusetts  US,765 Zemlak Alley Apt 45,Tisbury,Massachusetts,Dukes County,,00000,41.47161251631839,-70.61888581896964,261259.97,931247.19,968637
373e1deb-b6b2-b528-372e-4d43362376b0,2008-02-20,,999-16-2561,S99912647,,Mr.,Terence292,,Zboncak558,,,,white,nonhispanic,M,Weymouth  Massachusetts  US,689 Block Lane,Billerica,Massachusetts,Middlesex County,,00000,42.5117530730993,-71.28910786610557,31097.57,29865.57,190673
bad853b3-250e-3dc8-19b0-6ebe36b636dc,1962-04-11,,999-73-3036,S99942839,X36494102X,Mr.,Virgil85,,Stanton715,,,M,white,nonhispanic,M,Belmont  Massachusetts  US,446 Legros Estate,Foxborough,Massachusetts,Norfolk County,25021,02035,42.035911988702324,-71.21489000344204,90945.35,132308.33,178304
0133267a-6406-a01b-8d4a-f60993b1e3ca,1976-12-19,,999-42-7528,S99997813,X35753776X,Mr.,José Emilio366,Jesús825,Alaniz897,,,M,black,nonhispanic,M,Salisbury  Saint Joseph Parish  DM,579 Brekke Ferry,Boston,Massachusetts,Suffolk County,25025,02203,42.29113092925753,-71.03473225980787,12883.12,908246.73,11135
d3bcf7cc-11ff-2e5c-2eb4-bd90a1aac20b,1989-04-20,,999-15-1484,S99931524,X49530019X,Mr.,Humberto482,,Reilly981,,,D,native,nonhispanic,M,Framingham  Massachusetts  US,598 Schmitt Path Suite 20,Lynn,Massachusetts,Essex County,25009,01902,42.490665116802504,-70.91685365426281,68121.35,44430.18,72260
1d9a4ec2-5e53-d852-ef66-d4de1671f6d8,2010-04-16,,999-35-3086,S99980125,,,Nigel915,Edmundo94,Durgan499,,,,black,nonhispanic,M,Lynn  Massachusetts  US,816 Haag Street Suite 4,Woburn,Massachusetts,Middlesex County,25017,01890,42.51184826885716,-71.19834295619286,23377.01,21295.73,137551
08d6836a-cefb-bc53-c8c2-cb0ee6c5e53d,2002-03-28,,999-30-2642,S99956444,X31477324X,Mr.,Erick204,Elmer371,Smitham825,,,,white,nonhispanic,M,Ipswich  Massachusetts  US,139 Hessel Park Unit 14,Attleboro,Massachusetts,Bristol County,44007,02861,41.96783042895284,-71.26898386867812,4350.00,48210.52,19722
c1b2ab2b-da66-32d5-1257-63d0f155fd8b,1979-08-04,,999-36-2422,S99989319,X77434259X,Ms.,Rochel591,Serita370,Senger904,,,S,black,nonhispanic,F,Quincy  Massachusetts  US,566 Streich Mall,Boston,Massachusetts,Suffolk County,25025,02215,42.30271017528878,-71.10343140979826,116514.15,1306766.45,26267
b672cf7a-e1b1-2e21-72e8-b29fca4b4e33,2020-12-06,,999-40-5024,,,,Mui729,Shayna64,Cronin387,,,,white,nonhispanic,F,Swansea  Massachusetts  US,1040 Hyatt Lane,Ludlow,Massachusetts,Hampden County,,00000,42.19232392548599,-72.46600756447991,745.86,7819.15,15184
d9264059-a17f-517e-bc65-eb3df11c2e10,2022-02-06,,999-91-2592,,,,Walton167,Devin82,Ward668,,,,black,nonhispanic,M,Grafton  Massachusetts  US,484 Baumbach Run,Quincy,Massachusetts,Norfolk County,25021,02169,42.28951132010129,-71.04169158129012,10729.93,774.86,127137
21060120-8398-1940-3dc7-1d7f56bb2674,2003-08-04,,999-50-4218,S99938083,X86159071X,Ms.,Santana368,,Kris249,,,,white,hispanic,F,Boston  Massachusetts  US,1069 Schimmel Trailer,Chicopee,Massachusetts,Hampden County,25013,01020,42.12454499946443,-72.53578890313472,56693.98,732692.59,40591
bb185e06-2cea-6f9c-cb59-9c05ffad11ef,2004-01-21,,999-78-5512,S99942276,X43361553X,Ms.,Shawnee493,,Toy286,,,,white,nonhispanic,F,Waltham  Massachusetts  US,954 Roob Glen Apt 61,Bolton,Massachusetts,Worcester County,,00000,42.42293451466211,-71.59872054838273,70333.91,15157.50,169299
73b97ede-ebda-6de2-36c8-c7c6cc9ad9ff,1985-08-31,,999-67-6544,S99934763,X22281618X,Mr.,Buddy254,Salvador46,Boyle917,,,M,white,nonhispanic,M,Boston  Massachusetts  US,820 Moen Bay Apt 78,Turners Falls,Massachusetts,Franklin County,25011,01376,42.59359748577896,-72.59233770748175,6682.75,110340.24,12917
13472219-c176-990a-641f-14cf9d4d8480,2001-05-05,,999-64-3430,S99912043,X21268024X,Mr.,Warner493,,McKenzie376,,,,asian,nonhispanic,M,Revere  Massachusetts  US,859 Leffler Ranch,Wakefield,Massachusetts,Middlesex County,25017,01880,42.51579976888084,-71.0347007815161,94157.76,582601.39,191347
1060044a-f072-f905-e067-c67d12ad8e6b,2011-07-15,,999-17-9558,,,,Michelina932,Liane379,Mitchell808,,,,white,nonhispanic,F,Boston  Massachusetts  US,920 Rohan Byway Suite 54,Brookline,Massachusetts,Norfolk County,25021,02446,42.304690932729905,-71.13060268513182,35998.70,0.00,108415
958988d0-ad72-fe02-722e-f81e0e2cbf47,1988-09-13,,999-37-5661,S99935193,X96459630X,Ms.,Aleida76,Cordie578,Terry864,,,S,native,nonhispanic,F,Lexington  Massachusetts  US,509 Runte Manor,Ipswich,Massachusetts,Essex County,25009,01938,42.646291939953564,-70.87915857567856,207183.29,487057.77,142810
e1e77618-ef71-5312-7627-14f6834da851,2005-10-28,,999-63-6251,S99969706,X23834241X,Mr.,Manual570,,Murazik203,,,,white,nonhispanic,M,Cochituate  Massachusetts  US,210 Emmerich Hollow,Leominster,Massachusetts,Worcester County,25027,01453,42.55412425400541,-71.75134241876535,33964.86,35763.64,188268
a03e9688-2e96-60c9-74cf-f3a3718f729b,2007-07-27,,999-53-4718,S99960032,,Ms.,Luis923,Grazyna952,Ward668,,,,white,nonhispanic,F,Worcester  Massachusetts  US,929 Wunsch Port Apt 54,Oxford,Massachusetts,Worcester County,25027,01540,42.17230129620207,-71.9041219750204,67362.03,15294.56,140000
b896abfb-034d-9dde-59df-7ee47f216174,2020-04-30,,999-46-6655,,,,Monique148,Lauryn321,Wuckert783,,,,white,nonhispanic,F,Falmouth  Massachusetts  US,236 Anderson Mill,Boston,Massachusetts,Suffolk County,25025,02108,42.334686934128506,-71.07788550456722,13681.91,21435.22,524823
aa1a2074-ad05-6d4f-0063-6188c4f25a12,1982-09-10,,999-48-3239,S99933497,X86726849X,Mr.,Alberto639,Amado512,Tromp100,,,S,white,nonhispanic,M,Dedham  Massachusetts  US,803 Hane Parade Suite 81,Lowell,Massachusetts,Middlesex County,25017,01850,42.60250688872575,-71.29926858126379,69224.57,21906.33,34681
062ce52a-5823-aeb4-e0d1-d514baf42a38,2016-12-08,,999-29-9733,,,,Elsie248,,Bayer639,,,,white,hispanic,F,Quincy  Massachusetts  US,645 Schimmel Highlands Suite 49,Somerville,Massachusetts,Middlesex County,25017,02138,42.43174348768297,-71.14250596695375,29499.52,5943.39,173272
33d283d8-d724-4c5d-9eb2-aab318712e12,1953-08-04,,999-40-1357,S99916165,X54628135X,Mr.,Erasmo545,,Russel238,,,M,white,nonhispanic,M,Barnstable  Massachusetts  US,793 Lockman Ville Unit 58,Dighton,Massachusetts,Bristol County,,00000,41.825505803281914,-71.14921108245935,238040.44,147703.99,46868
679339b2-5ff9-00c8-be7f-0b32aa9b9692,2009-03-02,,999-67-9184,S99964292,,,Nena266,,Harris789,,,,white,nonhispanic,F,Salvador  Bahia  BR,1046 Steuber Bay Unit 90,Boston,Massachusetts,Suffolk County,25025,02215,42.3735164111496,-71.10414202910901,3554.33,68301.74,9462
1e56d360-30c5-5a41-8dd8-e3f74deed263,1987-06-25,,999-38-5229,S99937794,X59927393X,Mrs.,Meryl421,Lashandra868,Gerlach374,,Macejkovic424,D,white,nonhispanic,F,Somerville  Massachusetts  US,779 McLaughlin Dam Suite 19,Monson Center,Massachusetts,Hampden County,,00000,42.143255609451856,-72.27819614375677,210837.23,464270.96,146773
457a9cf0-6fc6-2761-f409-0e136aae0a8b,1973-05-17,,999-31-4614,S99993776,X56722371X,Ms.,Elisha578,,Koelpin146,,,S,white,nonhispanic,F,Waltham  Massachusetts  US,362 Lynch Fork Unit 33,Somerville,Massachusetts,Middlesex County,25017,02155,42.42436568340664,-71.09894537645074,163547.43,581989.00,416692
2140a954-e520-58d5-ba4b-e7af4c944f48,1978-06-10,,999-28-8078,S99991276,X88960423X,Mrs.,Ludivina884,Alfredia958,Reilly981,,Kreiger457,D,white,nonhispanic,F,West Springfield  Massachusetts  US,748 Stiedemann Frontage road,Lexington,Massachusetts,Middlesex County,25017,02420,42.450487285912786,-71.2314471546438,945846.63,98246.44,104811
94c51553-037d-8e18-9b98-441bd96a892e,2023-04-30,,999-16-1917,,,,Kelvin159,Gaylord332,Howell947,,,,white,nonhispanic,M,Salisbury  Massachusetts  US,603 Carroll Course,Chelsea,Massachusetts,Suffolk County,25025,02150,42.39969917163616,-71.04747152477782,9855.80,0.00,46815
93fee2ab-5392-ffb0-a25b-19a8ec191461,1998-03-13,,999-31-4629,S99941451,X48959848X,Mr.,Darryl392,,VonRueden376,,,M,asian,hispanic,M,Agawam  Massachusetts  US,724 Rempel Lodge Unit 32,Revere,Massachusetts,Suffolk County,25025,02151,42.419327689600955,-70.94698740277957,110940.82,24589.32,934104
9c755040-1ded-1ea3-49e3-9118b2fef47a,1987-12-17,,999-46-2369,S99938466,X95238241X,Mr.,Antoine384,Kendall673,McLaughlin530,,,M,white,nonhispanic,M,Boston  Massachusetts  US,133 Goyette Center Apt 2,Clinton,Massachusetts,Worcester County,25027,01510,42.44619276278037,-71.7078492625352,123283.12,7666.48,133695
6c3ee07c-34a7-15d2-ec2f-a8f6e7d6323f,2018-05-25,,999-92-3419,,,,Elicia233,Madelyn308,Cronin387,,,,white,hispanic,F,Carver  Massachusetts  US,148 Senger Boulevard,Lawrence,Massachusetts,Essex County,25009,01841,42.679126569194885,-71.20272287142794,1339.32,23022.45,15659
5e8e2a97-b1ee-6e96-aced-5822c781b792,2013-08-22,,999-35-9182,,,,Ethel888,Emiko501,Block661,,,,white,nonhispanic,F,Maynard  Massachusetts  US,712 Hamill Mission,Worcester,Massachusetts,Worcester County,25027,01607,42.294882256956456,-71.78350745726333,37982.91,33392.64,68214
46aba201-21d9-c8e8-989c-e62cb2faddf4,2006-01-24,,999-52-5822,S99938226,X52452128X,Mr.,Marcus77,Thomas756,Sipes176,,,,white,nonhispanic,M,Springfield  Massachusetts  US,755 Shields Harbor Unit 54,Newton,Massachusetts,Middlesex County,25017,02468,42.323958838149515,-71.25097659651897,50400.85,7630.74,61134
9c5726f3-5d8e-5f0a-e60e-c326f4a9fcf3,2025-05-19,,999-50-5973,,,,Glennie916,Lorraine478,Frami345,,,,white,nonhispanic,F,Woburn  Massachusetts  US,391 Lockman Avenue,Northampton,Massachusetts,Hampshire County,25015,01060,42.291362977620516,-72.6587327485904,100.00,3835.86,25114
a0873afa-1674-1ef3-ac16-c39738e22bba,2019-04-02,,999-58-5512,,,,Retha410,,Batz141,,,,black,nonhispanic,F,Southbridge  Massachusetts  US,565 Greenfelder Rapid,Westford,Massachusetts,Middlesex County,,00000,42.594274191358444,-71.43739162821849,19502.11,5498.42,176770
bf097b58-4dad-b71a-c180-ed2c3cfda59c,2015-01-29,,999-43-8265,,,,Hulda44,,Labadie908,,,,white,nonhispanic,F,Dedham  Massachusetts  US,993 Toy Quay Suite 69,Salem,Massachusetts,Essex County,25009,01907,42.52751962883927,-70.86446251646092,31224.58,0.00,46818
38389261-1bb1-5848-dbed-abbae41b2b6a,2006-03-08,,999-48-3151,S99975404,X24469202X,Ms.,Chanelle850,Sherill945,Sanford861,,,,white,nonhispanic,F,Lynn  Massachusetts  US,130 Crooks Branch Unit 23,Brockton,Massachusetts,Plymouth County,25023,02301,42.127200944741425,-70.99489235096789,71712.83,24482.79,95573
1e7909f8-39b2-3c7e-1fda-a6c3256dc061,1963-12-11,,999-70-8139,S99994108,X55353254X,Mr.,Edmond919,Arnulfo253,Herzog843,,,M,white,nonhispanic,M,Lowell  Massachusetts  US,742 Hickle Vale Suite 67,Lynnfield,Massachusetts,Essex County,25009,01940,42.561999396339836,-71.02063850554164,42331.90,163001.32,312213
3ab40d52-44be-ae07-2177-2875cc65f5a8,1995-06-05,,999-36-2836,S99950710,X62019666X,Mr.,Harvey63,Maynard46,Ernser583,,,M,white,nonhispanic,M,West Newbury  Massachusetts  US,106 Bosco Annex,Northampton,Massachusetts,Hampshire County,25015,01060,42.34115289568169,-72.74638253678195,63824.70,37529.92,53800
2f343369-4f65-e13e-d15b-0bc343fe7d38,2008-06-23,,999-89-2261,S99921110,,Mr.,Deangelo7,Lowell343,Gusikowski974,,,,white,nonhispanic,M,Marlborough  Massachusetts  US,263 Wyman Mill Apt 1,Billerica,Massachusetts,Middlesex County,,00000,42.558125680663245,-71.21216815096666,49438.90,1364.58,82441
2eb14889-46f2-06de-4f6e-fea5634e0d85,1943-07-11,,999-31-3387,S99925233,X61539217X,Mrs.,Chasidy481,Ellis535,Grant908,,Harvey63,D,white,nonhispanic,F,Brockton  Massachusetts  US,718 Gutmann Mill,Arlington,Massachusetts,Middlesex County,25017,02476,42.3857589823325,-71.19909005354926,228204.52,748398.65,33871
26be634c-60c8-bec3-3c2a-92aa53cbecf5,2019-06-27,,999-35-7881,,,,Theola421,Sherri495,Volkman526,,,,white,nonhispanic,F,Quincy  Massachusetts  US,207 Schneider Overpass,Orleans,Massachusetts,Barnstable County,25001,02653,41.806905997119905,-69.96631077816096,7882.88,5471.23,33761
9a57c612-581f-1c85-d505-c6c44e983d32,1988-03-24,,999-60-7706,S99974368,X20170287X,Mrs.,Marleen824,,Wisoky380,,Pfeffer420,M,white,nonhispanic,F,Wellesley  Massachusetts  US,455 Harvey Crossroad Suite 55,Middleborough,Massachusetts,Plymouth County,,00000,41.892739344980185,-70.85400536744024,15112.61,544713.25,7688
0fb515d6-ec2d-33f3-512e-7615b6e3091d,1976-02-26,,999-94-2658,S99937513,X99198578X,Mr.,Eddie505,Mohammad578,Tillman293,,,M,black,hispanic,M,Somerset  Massachusetts  US,310 Lubowitz Glen Apt 20,Westminster,Massachusetts,Worcester County,,00000,42.56405578785905,-71.94189115747263,214221.76,83998.66,79635
7c50e28d-07cc-a4cf-eb58-b2a15bc552a3,1960-03-14,2014-10-23,999-66-7226,S99954067,X94171630X,Mrs.,Margot418,Otha286,Strosin214,,Parisian75,D,other,nonhispanic,F,Everett  Massachusetts  US,741 Raynor Gate Suite 86,Lowell,Massachusetts,Middlesex County,25017,01852,42.629824501376994,-71.3174225938459,770045.03,236301.86,56556
03a7cc66-36c5-356c-419f-93bfbd7b558d,1942-02-07,2016-12-18,999-12-5514,S99950436,X16043272X,Mr.,Dominic463,Richie600,Parker433,,,D,white,nonhispanic,M,Westford  Massachusetts  US,534 Murray Crossroad,Oxford,Massachusetts,Worcester County,25027,01540,42.13149358638369,-71.84205754237448,170935.63,87275.24,132979
20447ad5-5095-fb78-2bd9-69bf39242b4a,1957-09-05,2020-04-07,999-10-5439,S99975342,X04583806X,Mrs.,Ebony669,,Ziemann98,,Ortiz186,M,white,nonhispanic,F,Sturbridge  Massachusetts  US,330 Borer Arcade Apt 86,Arlington,Massachusetts,Middlesex County,25017,02474,42.39171818894977,-71.22022244860882,285033.65,452331.56,752427
