Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,ENCOUNTERS,PROCEDURES
5a43221b-a85a-349e-b6eb-b9ff4c06f257,a4af40b8-0ddb-34bb-ae4a-95a17e9ad6f3,Cristopher265 Heaney114,M,GENERAL PRACTICE,100 MYLES STANDISH BOULEVARD  SUITE 103,TAUNTON,MA,027807340,41.948930849999996,-71.14141318475193,2,0
74da39d3-70c0-3845-96e5-ec115976f2d3,f945589f-88aa-366b-9e9d-2418d091112d,Azzie965 Ziemann98,F,GENERAL PRACTICE,105 ERDMAN WAY,LEOMINSTER,MA,014531805,42.54685255,-71.75737313871981,29,0
6622caa4-7330-3225-8658-d7e9685ed11c,bdc3ee76-9cf3-316d-b202-a8da1ea3fa20,Laverna97 Rippin620,F,GENERAL PRACTICE,130 RUMFORD AVENUE  SUITE 211,AUBURNDALE,MA,024661370,42.35853505,-71.24125521214887,1,0
5ca7c78e-c1ce-3988-a17c-1ed44c67130b,5d4da50c-8593-304f-b266-57d8f7d634a2,Clemente531 Palomino953,M,GENERAL PRACTICE,250 SHEARER ST,PALMER,MA,010691428,42.168634600000004,-72.33353526811578,1,0
e49df041-fa73-3467-8b6b-fd78af76f39e,5fcff9db-16e4-3e56-aa78-abbc16338097,Margene509 Schamberger479,F,GENERAL PRACTICE,295 VARNUM AVE,WESTFORD,MA,018863513,42.5792583,-71.4378411,54,0
38a5657f-aa56-33a5-a6a0-67c30044a92f,1ddd51d1-7297-3c3b-bad5-98aecd5e4a79,Derrick232 Kub800,M,GENERAL PRACTICE,127 CAMBRIDGE STREET  SUTIE #2B,BURLINGTON,MA,018033735,42.50188325,-71.19559351572005,20,0
4bccc8d5-330b-39ad-9b23-84a146ff63f1,2e1eaaf1-ebb0-332c-8921-f48e15b91879,Delmer311 Nolan344,M,GENERAL PRACTICE,2 SEAPORT DRIVE,QUINCY,MA,021711599,42.29287335,-71.03019020136307,13,0
a174695e-b5ff-377b-acf1-02fb443a6a03,609ec9f1-e806-3427-b912-9e3b2915521d,Cherrie404 Conn188,F,GENERAL PRACTICE,575 BEECH STREET,HOLYOKE,MA,010406604,42.20105435,-72.628169560868,4,0
665b8cf6-28e4-3a51-904d-1fe2b8f18050,bb3d48eb-0c30-34f4-8950-790fc984741b,Alane21 Frami345,F,GENERAL PRACTICE,1601 WASHINGTON STREET,BOSTON,MA,021181951,42.3381394,-71.0748562,71,0
5f5787ff-5b60-3021-9d98-5ee4d51b8f16,365eae93-6352-3d48-9a8d-dc9fa4b917be,Lorean637 Kertzmann286,F,GENERAL PRACTICE,32 HOSPITAL HILL RD,GARDNER,MA,014402302,42.572366450000004,-71.97690789055164,2,0
27224c86-2044-34bf-abd0-62ab1531aa2d,2b84e56e-08b4-3078-b3ea-4d159208e065,Barton704 Bahringer146,M,GENERAL PRACTICE,1029 PLEASANT ST,BRIDGEWATER,MA,023242301,41.9718173,-71.00937893001648,36,0
2fcdf288-f314-30ee-bfb5-59a6ddb1a8d0,05137a62-1a8f-34ff-8baf-a0c35c238ea0,Houston994 Olson653,M,GENERAL PRACTICE,750  ATTUCKS LANE,HYANNIS,MA,026011950,41.676027500000004,-70.29727035,8,0
f5ec1762-f97e-3401-83e7-c78aac389abb,a14e698d-a9ba-3eae-9c8b-682ec726433d,Brian582 Cummerata161,M,GENERAL PRACTICE,776 WESTERN AVE,LYNN,MA,019052408,42.466763,-70.9494939,106,0
6119aa85-360e-3b7e-8c4a-0b02e0a08cf6,a247ed53-5f17-3eb5-87be-1d2257fa1579,Kayleigh718 Weissnat378,F,GENERAL PRACTICE,44 KEYSTONE DR,LEOMINSTER,MA,014531904,42.55144955,-71.74402465363428,1,0
e8242ae1-8328-3303-bb6b-20b37b0ef490,4c1a8ea6-b690-3c28-a02e-ebd82190ee65,Hui924 Cronin387,F,GENERAL PRACTICE,885 WASHINGTON ST,BOSTON,MA,021111415,42.3479909,-71.064924,23,0
1b2f9d3d-25aa-328b-92e7-281515c2d677,5ba6765a-f335-36b0-9c6a-6bb494c5330d,Clemente531 Schamberger479,M,GENERAL PRACTICE,31 OLD ROUTE 7,WESTWOOD,MA,020902333,42.2139873,-71.2244987,1,0
6d5f246f-1294-33d4-9c77-749db2e9ffb5,b6eeaaf7-1683-3bcb-b6ee-81ce304636ef,Nicolás801 Nieves278,M,GENERAL PRACTICE,170 GOVERNORS AVE,MELROSE,MA,021763225,42.4564323,-71.064182,365,0
00a093f6-1982-3892-915a-2be9a8434542,65eda534-1bdc-3192-8d02-1c3764447790,Alonso270 Hand679,M,GENERAL PRACTICE,1244 BOYLSTON ST,CHESTNUT HILL,MA,024672115,42.3214927,-71.1711481,55,0
cd1d18e7-e4db-3ea3-a47e-b5aebdb80e73,d613e441-68e8-3502-8adb-3f770a1276bf,Colin861 Witting912,M,GENERAL PRACTICE,114 WATER ST,MILFORD,MA,017573007,42.13661855,-71.53474614336832,30,0
54df9633-b881-37c4-a4c3-75e78c7fdf61,6c064003-fa5a-38a5-b48c-36c5a9643e2b,Corey514 Franecki195,M,GENERAL PRACTICE,2343 WASHINGTON ST,ROXBURY,MA,021193200,42.329843,-71.084608,26,0
c87838e7-ce38-3f32-88b3-c83423d2936c,ace1ac31-036a-38fd-b451-b3b87157c717,Raphael767 Thompson596,M,GENERAL PRACTICE,170 MORTON ST,BOSTON,MA,021303735,42.299067750000006,-71.10124351911541,44,0
4d70ce9f-17b9-31d6-8538-3654924f63bd,18061fd5-fda8-3e2d-87f0-0f3c87211bcc,Omer483 Koepp521,M,GENERAL PRACTICE,1493 CAMBRIDGE ST,SOMERVILLE,MA,021431408,42.3875968,-71.0994968,46,0
0c234452-b589-321b-b8e1-2647c0d6d7b6,1faab3d1-2ae5-3110-8e5f-c65b92ca906d,Terri848 Ankunding277,F,GENERAL PRACTICE,29 LEWIS AVE,GREAT BARRINGTON,MA,012301713,42.19093125,-73.3715000043024,57,0
35b13cfd-13a0-34e4-a83d-32af4b12344a,c64c848c-0315-3115-87fa-80c360bb6a73,Sondra191 Zieme486,F,GENERAL PRACTICE,142 BERKELEY ST,BOSTON,MA,021164608,42.3489076,-71.0721378,69,0
2bc124fe-1fbe-3da1-bd02-09b7604b9206,4633340c-c833-30a3-ab0e-f5cfa5fda28b,Kimberly627 Trantow673,F,GENERAL PRACTICE,250 GREEN ST,GARDNER,MA,014401377,42.586896550000006,-71.98672640006858,46,0
26c6bd1c-f4b8-3bb7-9ac6-3462a0b666f8,b3ada130-6443-3a8e-98c7-4ec127a2b0c4,Natalya468 Haley279,F,GENERAL PRACTICE,ONE GREAT ROAD,ACTON,MA,017205601,42.4850931,-71.43284,2,0
6d03de08-47ef-39f3-9f9f-02e6dee45a7d,b71f6077-fcfe-3cfd-85f3-4169b4df3240,Alejandro916 O'Reilly797,M,GENERAL PRACTICE,331 MONTVALE AVE,WOBURN,MA,018016592,42.479166000000006,-71.11827360664039,25,0
8756047f-a84f-3c6f-b8cb-ce97bde12c18,acffdfa8-1383-3929-8c99-e73969491439,Iva908 O'Keefe54,F,GENERAL PRACTICE,1153 CENTRE ST,BOSTON,MA,021303446,42.3017598,-71.12855793387442,8,0
56a136fc-4d43-347c-91aa-36eae513a659,45ce6eff-535b-37e2-bed3-1946200aa03f,Mora209 Blanda868,F,GENERAL PRACTICE,309 BELMONT STREET,WORCESTER,MA,016041059,42.280233499999994,-71.7694812367883,19,0
f0c2ffad-974d-3070-88bb-12be921d34a3,fe30f2b4-9bc8-346e-afba-4455d1766545,Georgetta870 Turner526,F,GENERAL PRACTICE,17 LAFAYETTE AVENUE,CHELSEA,MA,021502010,42.40019115,-71.03050082480353,9,0
d94ff612-46ee-3a9a-95b7-f1407ef30479,6cf8a214-8d57-3267-85e5-7719e15cd63e,Michel472 Zulauf375,M,GENERAL PRACTICE,170 MORTON STREET,JAMAICA PLAIN,MA,021303735,42.299067750000006,-71.10124351911541,266,0
c1e78bcd-a4d8-3d02-96cc-9c296d19c252,13161e5b-02d2-3d19-8b48-26ef0becfc83,Janet238 Crooks415,F,GENERAL PRACTICE,165 CAPTAIN'S ROW,CHELSEA,MA,021504019,42.3917638,-71.0328284,16,0
4cbafed3-1a2d-3cb3-b7a5-0d322454aced,1c1f5e47-531c-368e-bbaa-f3e5cd8638a7,Isaac321 Gusikowski974,M,GENERAL PRACTICE,290 CENTRE ST STE 203,NEWTON,MA,024581641,42.35826483333334,-71.18497150833333,24,0
d631ef92-c776-3c9c-a04d-d1a1e785c268,0fedae9f-701f-3317-9b2f-69aea2202cdc,Isabel214 Figueroa648,F,GENERAL PRACTICE,88 EAST NEWTON STREET,WINTHROP,MA,021522715,42.3750976,-70.982827,133,0
cdfe902b-07ca-3ea8-bc14-86a9329e7605,4b7c1695-a178-3e03-8651-51acfd3b8372,Juan88 O'Keefe54,M,GENERAL PRACTICE,600 OLD SOMERSET AVE,NORTH DIGHTON,MA,027641824,41.86399,-71.1244904,63,0
7ac0e620-7530-3aed-acc9-699f4ba8f2ac,5c2e4b0c-fb84-3f95-bbec-a96c18600bf5,Earleen680 Schneider199,F,GENERAL PRACTICE,61 COOPER ST,AGAWAM,MA,010012149,42.0804485,-72.61914987322373,4,0
07e46746-79be-3a6e-b8fb-b0652526a27c,6adc9d34-9b73-3285-abb7-56e567f1ba26,Candy565 Wunsch504,F,GENERAL PRACTICE,271 NAHANT RD,NAHANT,MA,019081341,42.42554385,-70.91995214383596,1,0
4becd18b-e35b-30fc-a6ea-ca24167f3977,981338c4-287c-3621-bc45-8b0b9f1b8922,Cari853 Kohler843,F,GENERAL PRACTICE,640 BOLTON ST,MARLBOROUGH,MA,017523999,42.3658183,-71.55914630258509,29,0
5315fef7-c168-3615-9d6f-8b60fea50ec7,e59fb2d5-508c-38c6-af2e-21d8216dd2b0,Nicholle822 Fisher429,F,GENERAL PRACTICE,759 CHESTNUT ST,WARE,MA,010821625,42.256476,-72.237482,34,0
e9320dc9-a42f-347f-a720-3bde79dde404,7a3b8310-02eb-3c47-aa1b-3f55b3ed9de9,Lauretta754 Dare640,F,GENERAL PRACTICE,6 HATFIELD ST,NORTHAMPTON,MA,010602545,42.333172950000005,-72.6566355591273,1,0
96122df7-d517-3ab3-be5d-5e6609c4c34a,ecadbc11-930c-3903-b706-f8ef4bc9089e,Erwin847 Baumbach677,M,GENERAL PRACTICE,780 CHESTNUT ST,SPRINGFIELD,MA,011031109,42.1211633,-72.60614164702717,77,0
a2dd1b27-9db3-33f1-8aee-082c93703081,980d9bfa-a344-3bff-8c02-232dd0e8fd34,Waylon572 Lakin515,M,GENERAL PRACTICE,100 TRADE CENTER SUITE G-700,WOBURN,MA,018011851,42.4792618,-71.1522766,58,0
e060370c-0c9a-32f7-8cf0-a7a7f3a5627e,440fa4b8-c731-3cf5-81d9-aa3f30a37b95,Joanna347 Abbott774,F,GENERAL PRACTICE,41 & 45 MALL ROAD,PEABODY,MA,019602901,42.5278731,-70.9286609,170,0
41d31466-9816-3bd2-b1c6-a5006238336c,0fab3c4e-a028-39a6-b15a-be5a88b6aa2a,Miyoko154 Paucek755,F,GENERAL PRACTICE,222 STATE STREET,LUDLOW,MA,010563437,42.15547415,-72.47222226666076,2,0
0455b83b-fb08-3401-8a8c-7bd0300d3c21,3b021cb6-4745-3d9d-8436-230055f770bd,Dusty207 Franecki195,M,GENERAL PRACTICE,148 CHESTNUT ST,NEEDHAM,MA,024943238,42.27728075,-71.23665362814043,26,0
dafad2ee-56ca-3009-ab28-de8f51fab1ef,aaa7ebaf-b1a0-38c1-ba89-a16712cf431c,Violette536 Halvorson124,F,GENERAL PRACTICE,16 PLEASANT STREET,BRIDGEWATER,MA,023242420,41.98625885,-70.97978204646246,4,0
c4f05069-1472-3559-bc9d-17d725054251,ce53c877-0290-390a-b4b4-2462001a1713,Benito209 Chávez927,M,GENERAL PRACTICE,847 ROGERS STREET  SUITE 201,LOWELL,MA,018524345,42.6275246,-71.27673639687623,5,0
0d34e834-0d80-3d1c-acaf-0051db4384d8,e9a24be5-b0a3-3fd2-a606-dd13498024ea,Estella474 O'Hara248,F,GENERAL PRACTICE,85 E MAIN ST STE A,NORTON,MA,027662307,41.971697,-71.17689334021827,15,0
72f94708-a80f-3ce8-9788-4832880378d0,57e4e5fa-d68d-3caa-a5ad-37beb1b51207,Abdul218 White193,M,GENERAL PRACTICE,800 WASHINGTON ST,NORWOOD,MA,020623487,42.1886973,-71.2005241,1,0
7a99f43f-0b42-3c42-869e-10adef760131,2befa435-3070-3350-a15c-e43ac1e84b24,Teressa589 Schuster709,F,GENERAL PRACTICE,575 BEECH STREET,HOLYOKE,MA,010406604,42.20105435,-72.628169560868,11,0
cf9e00dc-1096-3586-819b-1c4b94e3b8c5,00ffb204-07b4-3c72-a678-fa252e6cf86c,Alex454 Satterfield305,M,GENERAL PRACTICE,450 BEDFORD ST,LEXINGTON,MA,02420,42.47370735,-71.25090005,108,0
48e1bc65-9f72-3494-9e0a-9c1c6337b57f,ad82d624-72eb-3c7d-a76d-79f2668d1390,Mathew182 Howe413,M,GENERAL PRACTICE,3 WOODLAND RD,STONEHAM,MA,021801711,42.452443099999996,-71.08939988105112,76,0
c674141d-6b66-359c-89fb-8e69a07a5b76,b8421363-9807-3b16-a146-95336eea5cfb,Saundra460 Kuphal363,F,GENERAL PRACTICE,30 LOCUST ST,NORTHAMPTON,MA,010602052,42.33032115,-72.65330802608176,255,0
b6262211-9c83-3d6e-a591-a5b733e2ba13,8424b5ec-ba0a-32e9-94ae-a9d397884093,Booker670 Casper496,M,GENERAL PRACTICE,49 BLANCHARD STREET  SUITE 101,LAWRENCE,MA,018431456,42.69651155,-71.1612176954981,3,0
747a2cf2-3586-37a2-83ac-01a540dc80ab,24460683-f514-37ef-98c1-724b2fc9aa2a,Dale454 Wilderman619,M,GENERAL PRACTICE,60 HODGES AVE,TAUNTON,MA,027803034,41.91158935,-71.10129620180315,10,0
d9d4ac18-aa7d-30cc-8892-eb31d07597cc,3076e02a-deac-3e81-96a9-1d32cbda6fca,Randy380 Kilback373,F,GENERAL PRACTICE,59 EASTWOOD CIRCLE,GARDNER,MA,014403901,42.567006649999996,-71.97817904424542,4,0
7f8bebcb-948f-3447-9d07-a7b3952bd0bf,fbd4ccdf-2fdb-3652-9bbe-1ccff886bd34,Tana168 Collins926,F,GENERAL PRACTICE,320 CENTRAL STREET  UNIT A2,SAUGUS,MA,019062372,42.4632069,-71.0093761,16,0
01358161-22eb-3601-9149-0557a96c1ab9,b8e724d5-b999-3029-8a2d-ad30fbd0b9ce,Dorris197 Rolfson709,F,GENERAL PRACTICE,63 MAIN ST,BROCKTON,MA,023014042,42.084598840000005,-71.01995972,29,0
e917812c-61ee-3d12-9880-20a9ffb1b9a2,901c2d40-1ca3-3879-9a20-c663b8adc0a9,Chanelle850 Schuster709,F,GENERAL PRACTICE,800 WASHINGTON STREET,STONEHAM,MA,021802445,42.4863168,-71.0928919,230,0
39839bed-18d3-379c-9457-eabe737e5184,b9e35b8a-9831-32d8-a6dc-d7a546c126b0,Domenic627 Blick895,M,GENERAL PRACTICE,111 HUNTOON MEMORIAL HIGHWAY  1ST FLOOR,SPRINGFIELD,MA,011092550,42.1018764,-72.5886727,7,0
2524ea02-b1d7-3887-aa6a-17d1624482d1,22249c0a-8ce9-3726-a3bb-b037c773ce5c,Thaddeus38 Sauer652,M,GENERAL PRACTICE,337 NEPONSET AVENUE,DORCHESTER,MA,021223103,42.2875144,-71.0470691675753,1,0
b288c075-7d8b-387e-8c5b-690fdfff73be,b1965e0b-9ef4-3e96-bad6-cb88ea7e7324,Lala778 Breitenberg711,F,GENERAL PRACTICE,1 HOSPITAL RD,OAK BLUFFS,MA,025571406,41.46063105,-70.57989080295974,33,0
4103076a-c6e5-32d0-8834-3a5243c776aa,38508743-50d1-3429-8fe2-37e42ddaf20e,Marth98 Mayer370,F,GENERAL PRACTICE,164 HIGH ST,GREENFIELD,MA,013012778,42.595268700000005,-72.59288632376354,186,0
752d5426-50df-31a4-b34a-3b30f94650c7,2f735290-1603-31b5-b561-7c8e0d413170,Amado512 Adams676,M,GENERAL PRACTICE,100 FOXBOROUGH BLVD STE 230,FOXBOROUGH,MA,020352878,42.041851949999995,-71.23486657070565,54,0
031627c5-2dde-3dcb-ab15-5519febe5f0b,e1818b21-4458-3b9c-b2b8-7ed6f57ae078,Sid118 Wilderman619,M,GENERAL PRACTICE,2399 BOSTON ROAD,WILBRAHAM,MA,010951185,42.14668485,-72.45048427046072,9,0
e6016fe6-8015-3f5c-8b3f-3acb2ed01da3,8d110f42-6f75-3751-b0c5-b45ab08333a1,Shonna561 Feest103,F,GENERAL PRACTICE,88 WASHINGTON ST,TAUNTON,MA,027802465,41.9062805,-71.09518121351795,10,0
37c8b70c-3046-3ddc-9219-47db340ad374,dd3307db-114c-3f11-be44-a9eef6bb3fc5,Evelin941 Ratke343,F,GENERAL PRACTICE,269 UNION STREET,LYNN,MA,019011201,42.4652772,-70.94362420273097,109,0
34582a77-8a07-31a9-99d2-895c8f3a7233,15d4c950-4691-3996-b4c4-bf06bfb58ff7,Alvin56 Crona259,M,GENERAL PRACTICE,70 EAST ST,METHUEN,MA,018445883,42.7285558,-71.16833738237946,12,0
f9d72f67-7d69-355d-ae6e-227318414e07,5018c664-e283-30eb-932a-529d9a19b3b5,Numbers230 Stehr398,M,GENERAL PRACTICE,300 SOUTH ST,WOBURN,MA,018014979,42.473347,-71.144086,141,0
8b67e778-7a24-3895-8b58-c90372413f85,2e8b42f8-4300-30a9-a576-d513d1021a0a,Beverlee316 Haag279,F,GENERAL PRACTICE,600 CLARK RD,TEWKSBURY,MA,018761699,42.63120935,-71.27023603178071,36,0
d1271811-e160-33a3-a51d-df8588eb3512,0caa0116-ef9a-3d4c-bcff-9c405a9d2bda,Yasmin241 Emard19,F,GENERAL PRACTICE,105 CHESTNUT ST STE 35,PLYMOUTH,MA,023604054,41.884685,-70.847219,34,0
3ba8b5fc-ccb7-319b-8392-6f42ebe48591,d4e48a16-0a60-3e90-81e5-c35b22ffe6af,Bertram873 Kutch271,M,GENERAL PRACTICE,856 STATE RD,NORTH ADAMS,MA,012473027,42.69967208677275,-73.16330754755236,1,0
2664d3ab-d752-32bd-a624-7c877968d40f,4ff8b164-4cf5-3ab4-b0f2-7ce8fda920e5,Latrisha74 Mante251,F,GENERAL PRACTICE,800 WASHINGTON ST,WORCESTER,MA,016550002,42.180483,-71.867782,166,0
d933e787-3cac-305f-be8f-ccfcf0afea2c,39c15c0f-5c49-311e-99d2-1fb99d80e06e,Nancie476 Homenick806,F,GENERAL PRACTICE,398 NEPONSET AVE,DORCHESTER,MA,021223134,42.286764399999996,-71.04402811508834,83,0
fed262c2-0047-3cc5-ac31-c161a8feea30,bccd7d67-203c-3d93-b6b0-bff5a146cd1d,Paulene52 Kihn564,F,GENERAL PRACTICE,286 WASHINGTON ST,STOUGHTON,MA,020721763,42.1384306,-71.1022598,38,0
074c3a30-ecba-34f2-ad30-beb21a380db2,07baae96-3d74-3c69-a845-dad7b792eb52,Sheryl275 Brekke496,F,GENERAL PRACTICE,42 ASBURY ST,SOUTH HAMILTON,MA,019821808,42.61322825,-70.87300675048934,42,0
5295351b-679e-3475-8a87-da8a3a561eb2,63cb4d95-04a9-3a35-b5d9-f89e0377a48d,Thanh759 Weber641,M,GENERAL PRACTICE,211 PARK ST,ATTLEBORO,MA,027033143,41.9419187,-71.2752081695297,74,0
01e9b044-4e93-3859-8174-28b832b4ac8c,4e880cb9-1ca0-3582-b8cf-8a59b0d2b878,Haywood675 Bednar518,M,GENERAL PRACTICE,51 S CHURCH ST,PITTSFIELD,MA,012016178,42.44648205,-73.25863241543368,18,0
ee3e547d-df4e-3d4b-9123-bbbf7fd74f27,a2a41caf-758f-3962-8e5f-e6e603f93d17,Noelle559 Padberg411,F,GENERAL PRACTICE,111 HUNTOON MEMORIAL HWY,ROCHDALE,MA,015421305,42.2020225,-71.89891616754682,230,0
de542dc0-290a-389d-95b8-2629753faf8a,db28cc9a-fdfb-35a6-aef7-ab9b933ef244,Judy192 Gleason633,F,GENERAL PRACTICE,8 DANA STREET,CAMBRIDGE,MA,021385402,42.3694992,-71.11011030010101,16,0
a6e9fa30-0904-3730-9451-afe0a71dfab0,ee6705d5-db4a-3120-bbe1-1e72972a841f,Regena252 Huel628,F,GENERAL PRACTICE,101 JACKSON ST,LOWELL,MA,018522103,42.64221447368421,-71.31029421052632,45,0
0c949eb5-d0e1-36a9-a7e1-32368cd6fb45,a6fb79e7-4abb-3a68-b62d-e501427fdca4,Barb55 Renner328,F,GENERAL PRACTICE,489 WASHINGTON ST STE 202,AUBURN,MA,015015709,42.187836,-71.83104,45,0
fc6f039f-4402-3e59-b7b5-e4e080752e7a,4e3c60e6-dbed-32c3-9b03-767d7fbc82b0,Venita81 Lind531,F,GENERAL PRACTICE,222 RIVER RD,LEEDS,MA,010539783,42.364084399999996,-72.70745188531934,1,0
5ece0206-9bfe-3bf9-a9df-255ad0b149dd,81b1ef2b-8d3c-3923-859d-ae56099e037a,Lesley194 Bradtke547,M,GENERAL PRACTICE,19 VARNUM STREET,LOWELL,MA,018502132,42.6520846,-71.29979019978185,1,0
746ee864-84b5-3c95-8092-e9f8dd9e3977,ea8d287f-b3a9-3800-8798-788e334ee406,Palmer257 Kuphal363,M,GENERAL PRACTICE,81 HIGHLAND AVE,SWAMPSCOTT,MA,019072928,42.4699241,-70.9171507,40,0
ddeec3be-ba7a-337f-bc44-e4ffee2aa03b,c7542447-e06e-32cb-b6db-243c23a0dbc2,Chantell995 Krajcik437,F,GENERAL PRACTICE,30 WARREN ST,BOSTON,MA,021353602,42.3501483,-71.14393324457691,102,0
4fe1a3f4-6027-34f9-b3dc-a3b1f508e8ef,50c47685-8125-3c50-8311-8bd7ba9e9108,Mariano761 Gómez206,M,GENERAL PRACTICE,4199 WASHINGTON ST,ROSLINDALE,MA,021311733,42.2871447,-71.1277526,23,0
d7a8adbd-5704-3385-a26c-1c0d62394520,8bf5325a-c11b-35c4-b07d-17a5aeba8353,Penni796 Okuneva707,F,GENERAL PRACTICE,815 WORCESTER STREET,SPRINGFIELD,MA,011511001,42.1018764,-72.5886727,11,0
3ace153e-470d-3241-971b-4bc9179d13c8,621bd7b5-3f4c-3555-8daa-f1216e352f33,Lashawnda573 Williamson769,F,GENERAL PRACTICE,34 AGASSIZ AVE,BELMONT,MA,024785023,42.38815185,-71.19406248191802,3,0
1cbd84ac-7e8b-3fd1-a481-632d3123bf7a,0b2738b6-7911-3aa4-8b6e-7e1df7c14fe1,Kayleen757 Stokes453,F,GENERAL PRACTICE,888 N MAIN ST,BROCKTON,MA,023011668,42.1061239,-71.02807965450519,1,0
6e85ef9c-9048-3f12-b354-c08b5ad5605a,46375470-1e20-3ddc-8dc5-010ba53826b6,Antonia30 Villalpando154,F,GENERAL PRACTICE,40 WRIGHT ST,PALMER,MA,010691138,42.16934095,-72.34120457065711,95,0
2a92bb2e-a502-3973-aee3-3d6908e11b71,aba3e6f6-4562-342e-b90f-dd61b117f394,Maryjane289 White193,F,GENERAL PRACTICE,438 CHESTNUT STREET,SPRINGFIELD,MA,011072008,42.11291091861002,-72.59692685125127,2,0
a270622f-42d9-3a06-94e0-501f2a4294ba,47fb5a56-bee5-3ecd-9958-706b20831c82,Ezra452 Torp761,M,GENERAL PRACTICE,600 CUMMINGS CENTER  SUITE 270X,WOBURN,MA,018016356,42.4792618,-71.1522766,11,0
942ad63f-5cd3-3d58-814c-3085caca260f,72f50aa0-d8c9-34dc-ac58-c428323f3bcd,Danuta945 Little434,F,GENERAL PRACTICE,55 FRUIT ST,BOSTON,MA,021142696,42.36286045,-71.06875296664998,68,0
64af7faa-6560-3a1a-bb27-c8ba90a24ee9,1cd20733-c6b9-31f9-b7c7-0c9357fcb560,Genevie117 Kassulke119,F,GENERAL PRACTICE,40 WALNUT ST,WELLESLEY,MA,024812102,42.32553365,-71.25238403429299,29,0
486c919c-2cd4-38a7-8ec8-4dcb0d280194,eee00932-ca82-36bc-b7e8-e3fff6dbaeaa,Leif534 Hane680,M,GENERAL PRACTICE,450 BROOKLINE AVE,WEYMOUTH,MA,021893141,42.2212188,-70.9391625,2,0
98a0b938-ffcf-3353-aac3-daf9f454e99e,50c7f768-9138-3dae-a67d-953bdf9ad754,Glenn0 Bogisich202,M,GENERAL PRACTICE,125 COUNTY STREET,TAUNTON,MA,027803561,41.8960599,-71.07799243944345,11,0
7ea8531f-4a2b-3cdc-a711-14a36fda2368,be509ccb-bfb7-3b87-8945-8426b689ef9d,Man114 Balistreri607,M,GENERAL PRACTICE,2049 DORCHESTER AVENUE,BOSTON,MA,021244742,42.3554334,-71.060511,3,0
2e3b72c0-7af9-3c34-a705-d894aacce6ac,6f90eaad-abe3-3ce0-b9a6-2031c5674f0d,Claribel706 Wuckert783,F,GENERAL PRACTICE,800 TURNPIKE ST STE 300,NORTH ANDOVER,MA,018456156,42.66074825,-71.10724143845708,28,0
